track_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,genre
00yLfREo2rRXlTXvGBgc7p,4,2,2,2,1,3,2,2,3,2,2,3,1,2,2,2,3,3,2,3,2,3,2,1,1,1,1,2,2,3,4,1,3,3,2,3,2,4,8,8,8,8,8,8,7,8,7,5,6,5,5,7,4,3,4,2,4,3,3,5,3,4,4,3,4,4,3,4,3,3,3,2,4,3,3,2,2,3,3,2,3,4,3,4,3,4,5,3,5,4,3,4,3,3,4,1,1,2,2,2,2,7,9,8,9,7,8,8,8,9,8,8,7,9,8,7,8,8,7,9,8,9,9,8,8,8,9,8,happy
0127xufjRESDGHchbt9hvD,2,3,4,2,2,3,3,3,5,5,5,4,6,5,5,4,4,5,4,2,3,3,4,2,2,4,5,5,6,4,3,6,4,2,5,4,2,4,4,4,4,4,4,3,3,3,4,2,2,6,9,8,4,2,5,7,5,4,5,3,5,2,5,3,3,3,9,6,9,8,8,4,5,9,8,7,9,8,6,2,2,2,9,8,7,3,4,2,2,3,3,2,5,4,6,4,4,3,9,9,7,5,5,5,5,4,5,7,6,2,2,1,2,9,9,2,2,4,5,1,4,3,9,3,1,0,2,1,kids
018W74DV50gRCwoJZdeIZ5,6,5,2,0,6,7,6,9,7,6,5,7,5,9,9,8,7,6,8,8,6,5,7,6,5,5,4,5,5,6,4,5,4,6,3,6,6,8,6,6,5,5,6,7,6,4,3,3,6,4,2,3,7,3,3,1,2,1,2,3,2,1,1,3,1,1,1,2,1,1,1,2,0,2,1,3,3,1,5,6,2,2,7,8,6,6,5,5,4,5,4,5,5,5,6,3,5,6,9,6,7,5,7,6,7,5,6,4,3,4,3,5,5,7,3,4,3,5,2,4,2,5,3,5,3,4,3,6,heavy-metal
01AB5JpnYb6wg85FootI8F,6,7,5,5,6,2,3,7,4,4,3,6,4,2,3,2,1,4,6,3,8,5,3,8,7,8,7,4,6,4,3,5,5,6,7,8,6,5,3,6,4,3,2,1,2,4,1,4,6,1,2,5,8,8,3,4,6,5,5,6,3,5,7,4,6,3,6,3,2,3,2,2,3,4,1,7,3,3,5,4,9,8,6,9,5,5,6,5,6,7,8,6,6,4,7,4,3,2,1,3,5,2,5,5,2,3,3,6,6,6,5,6,3,5,5,3,4,6,2,5,2,6,2,2,2,1,1,3,kids
01AwohzqShtjlhyjYoWKHM,2,2,2,2,2,1,3,2,2,3,2,2,2,2,1,2,1,2,2,3,3,3,1,5,7,6,6,5,5,4,4,4,7,5,4,3,4,4,4,2,4,4,4,3,6,7,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,4,4,3,4,4,5,3,5,4,5,5,8,8,9,6,3,5,6,7,4,6,7,7,5,7,5,7,3,7,5,7,3,8,7,9,2,7,4,7,3,8,4,8,2,7,4,7,4,7,5,7,6,5,5,6,5,6,8,songwriter
01ECmBb20B3qarePTzqo96,4,4,4,1,0,0,0,1,2,3,4,4,4,3,3,3,2,3,7,9,8,3,5,6,5,5,6,5,4,4,4,6,7,7,7,6,5,6,4,3,5,4,6,5,3,5,4,2,3,5,5,6,5,8,4,5,5,4,7,8,8,7,5,5,8,8,5,8,8,7,6,4,5,2,4,4,2,2,9,7,5,3,2,4,3,3,4,7,3,4,7,9,6,1,2,7,9,3,6,9,7,3,3,5,6,8,7,3,3,2,3,4,2,1,1,3,2,2,1,3,7,2,1,1,2,1,1,2,sleep
01N3dypizZMUHKdcsQ02Jo,4,5,5,7,4,4,5,5,7,5,3,4,3,4,7,5,6,5,4,6,6,4,4,4,3,4,5,6,6,4,5,5,5,7,5,3,3,3,4,7,5,6,4,4,5,5,4,4,3,3,3,3,4,4,3,3,3,3,5,4,4,3,2,3,4,3,4,3,2,4,4,3,5,5,4,3,3,4,4,2,3,2,3,4,3,3,3,2,3,4,3,5,3,2,4,3,3,3,3,5,4,6,7,7,7,7,5,6,8,5,5,5,4,6,7,6,8,6,5,7,7,7,7,4,6,4,6,8,happy
01Qs8IBh4csATaEgFRfpot,0,0,5,5,3,2,2,4,5,6,8,5,3,2,4,1,1,1,4,1,2,4,5,6,4,4,6,3,1,1,2,6,9,9,8,5,1,1,0,0,6,5,4,5,6,6,5,2,3,2,0,1,1,3,3,4,6,7,7,6,5,5,5,9,7,8,6,5,2,1,2,4,3,6,5,2,2,2,4,5,2,3,2,1,1,5,7,8,9,9,8,5,7,6,6,7,5,2,3,3,3,6,6,6,6,6,4,2,3,4,3,5,5,7,9,8,9,8,7,6,5,4,5,7,7,9,9,9,sleep
01SrlhxIkbzihcyYVmsh1z,5,4,6,5,8,7,6,5,7,4,7,6,6,5,5,4,5,5,5,2,2,3,6,9,9,6,6,4,4,4,6,8,7,7,8,4,5,5,5,3,6,6,4,3,3,4,5,4,4,5,4,3,3,4,4,9,9,7,6,4,3,4,5,6,7,7,8,5,5,5,6,7,5,6,5,5,2,5,5,5,3,5,4,4,3,4,3,3,1,4,3,3,1,5,4,5,5,6,4,4,0,4,3,3,0,4,2,4,0,4,3,4,0,5,3,4,0,4,3,4,0,4,3,5,0,6,4,6,synth-pop
01WdAsZfS0b9neTmm0eyFP,3,3,4,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,4,2,3,4,4,3,3,3,4,7,5,5,3,4,4,4,4,7,3,9,9,6,5,6,4,6,5,5,5,8,9,7,8,9,8,5,2,4,8,8,4,1,1,2,3,3,7,7,7,7,6,5,7,7,8,9,6,6,4,5,3,8,4,3,4,4,6,5,5,2,4,7,8,3,2,3,2,6,7,4,2,4,5,2,8,4,2,3,4,7,5,3,4,2,1,2,2,8,6,3,5,1,1,2,3,3,1,opera
01fa0cKL8OFFehwurqdEuC,5,3,1,6,3,8,3,7,6,7,5,4,5,4,6,1,6,5,5,2,2,5,4,7,3,6,5,5,4,7,6,5,4,1,8,5,6,2,2,3,4,6,1,6,4,6,1,3,5,6,6,8,8,5,5,1,4,4,6,7,3,7,4,6,2,5,4,6,4,3,4,6,6,1,5,3,6,3,3,5,4,6,2,5,4,5,2,3,5,4,5,3,7,4,5,4,5,5,5,5,1,6,4,7,3,6,5,6,6,7,8,6,7,2,6,6,6,3,2,5,6,4,1,5,5,6,3,0,synth-pop
01jBLs7IZQzPt3dVdn5rDa,7,6,9,6,4,4,5,5,2,2,3,4,4,4,3,4,4,2,7,9,4,3,3,3,8,4,2,3,3,2,3,5,7,9,5,4,3,3,9,7,7,9,7,2,2,3,3,3,8,5,3,4,2,6,8,4,7,2,3,3,2,8,5,3,3,6,8,5,6,5,7,5,9,8,3,3,4,3,2,1,3,3,3,4,4,3,4,2,4,4,3,2,3,4,4,3,1,3,3,2,2,2,3,9,7,2,3,4,5,4,5,6,5,7,9,8,6,5,5,4,4,3,1,2,4,4,4,3,synth-pop
01pX5frQUf9ioZQQJjGNxU,3,5,5,5,5,5,4,4,4,5,4,4,4,6,5,6,6,5,5,4,4,6,5,4,5,6,5,6,5,5,5,5,5,5,5,4,5,5,6,6,5,5,6,4,5,6,4,4,6,4,6,6,5,5,6,3,4,5,4,5,7,6,5,4,5,4,4,6,3,3,4,3,4,5,3,3,4,3,4,5,3,4,4,3,4,4,3,4,3,3,5,4,3,5,3,3,5,3,3,5,2,3,6,3,4,5,2,2,2,1,3,6,4,4,6,5,5,6,4,5,6,5,6,6,4,5,6,6,happy
01u86SwMBQr1iN3ggFmNmH,4,4,3,3,1,2,4,2,2,4,4,4,1,2,4,2,3,4,5,5,4,5,8,9,6,6,7,7,6,6,8,7,5,4,5,7,7,4,7,7,6,6,4,2,2,3,3,4,5,3,8,6,2,3,5,9,8,4,9,5,4,4,2,3,4,5,6,6,4,4,5,6,8,4,2,3,3,4,7,6,4,5,9,5,3,6,3,2,3,5,4,3,5,4,4,5,4,5,9,5,9,8,2,2,2,2,2,2,4,9,8,4,3,3,3,2,3,5,3,2,4,5,5,2,2,2,3,1,kids
01w9XPwMIXAcyzQ6o9oaNM,0,6,3,2,3,6,2,2,3,7,4,5,3,6,4,4,4,2,5,2,9,9,5,3,4,0,5,7,6,6,4,7,6,5,7,6,3,2,6,6,3,1,5,4,6,8,6,3,6,3,5,6,7,6,4,5,4,5,6,7,3,3,4,6,4,2,3,5,5,3,5,3,3,3,5,5,5,6,7,6,7,4,2,5,5,3,3,7,4,2,5,7,3,4,6,7,7,9,8,9,4,3,6,2,0,2,6,2,3,5,6,4,3,7,6,2,4,6,2,1,2,6,2,1,4,4,2,2,synth-pop
01yqm6MIIlCdOXCtrYJpRx,0,0,1,1,0,0,0,0,4,4,2,4,6,5,2,6,6,5,3,3,4,5,4,6,6,5,5,5,2,2,2,3,2,3,3,1,1,2,4,6,7,5,2,2,3,3,4,3,4,5,4,4,3,1,1,1,1,2,2,2,2,2,4,3,2,4,1,0,0,0,1,1,2,1,1,2,4,5,3,3,3,6,5,6,7,9,8,9,9,9,9,9,9,9,9,8,8,7,9,9,8,9,8,8,7,7,8,8,8,7,7,7,7,7,4,4,8,9,9,8,9,9,8,3,1,1,1,1,sleep
021ulLp7HZvzNJgAmT6mkY,8,7,6,4,8,7,2,6,5,6,9,5,6,8,8,4,2,3,2,3,3,2,2,5,4,5,7,5,3,5,3,2,5,3,1,3,4,5,6,6,4,4,4,3,2,4,2,1,3,4,5,7,6,3,5,3,2,5,3,1,2,4,4,5,7,4,4,3,2,1,2,1,1,3,5,8,8,9,8,4,3,2,3,3,5,7,4,4,4,5,2,1,5,4,2,3,1,2,6,4,8,6,8,5,3,6,4,2,5,3,8,8,5,4,4,3,4,6,3,1,3,4,2,3,8,9,9,9,honky-tonk
025aQi6Ffw676y8m4zLPk7,5,7,6,7,5,7,7,7,3,2,1,1,2,2,1,1,2,2,3,2,2,2,3,2,5,9,9,8,5,5,6,6,7,8,7,5,6,4,3,2,3,4,4,2,1,2,1,3,2,3,3,2,3,3,4,2,1,1,1,1,3,3,2,3,3,3,3,6,5,7,6,5,3,4,3,2,4,3,4,4,4,4,5,5,7,8,6,8,8,9,5,8,9,4,3,2,2,5,4,3,9,9,4,2,2,4,4,5,7,6,3,5,4,5,7,4,6,6,6,4,2,2,3,2,2,6,9,9,piano
027FtsrH8qfX2kDFjf3lSr,9,8,6,4,2,4,5,8,8,6,3,3,5,2,1,2,3,1,1,2,3,3,4,5,3,2,3,3,1,1,4,2,1,2,4,3,4,5,4,2,2,3,1,1,2,2,1,1,4,4,3,4,5,1,1,4,3,1,2,4,2,1,3,4,4,9,9,7,3,4,7,7,9,9,8,4,6,8,9,9,9,8,6,5,6,6,6,7,7,5,5,7,7,6,7,8,5,4,6,7,6,7,8,9,9,8,7,5,9,9,6,3,2,6,2,1,1,3,1,1,3,2,1,1,4,0,0,0,synth-pop
02LGAU4H4tjlOB9irZMGgt,6,4,3,2,4,4,3,3,2,3,2,4,5,2,2,2,2,2,3,4,3,3,2,2,2,4,3,2,2,2,1,2,4,4,2,2,3,3,3,4,3,3,2,3,2,2,4,3,3,2,4,2,3,4,3,3,2,3,2,4,3,3,6,5,6,5,6,6,5,6,4,4,4,3,5,4,7,4,5,6,5,6,4,6,4,4,4,3,4,4,6,5,6,6,5,6,4,6,4,3,4,3,4,5,5,6,4,6,4,6,5,5,4,3,4,8,5,9,9,9,8,8,9,7,9,9,9,9,folk
02RNDvltioV7AtA4yqrSlf,2,2,3,1,1,1,2,3,7,6,4,6,3,2,2,2,1,2,4,2,3,2,1,1,1,1,2,3,2,2,1,3,3,2,1,1,3,3,4,1,2,2,2,1,1,2,2,2,2,4,4,3,6,4,5,4,6,5,5,2,3,5,3,6,2,2,4,5,5,4,6,5,6,4,7,8,7,3,2,6,6,6,3,6,5,7,8,7,5,8,9,7,8,7,9,9,6,6,7,4,4,6,5,6,6,5,9,4,6,9,9,4,6,9,9,5,5,8,5,4,7,9,8,5,5,6,7,8,synth-pop
02SO3ikjtfG1avKhU3jQdw,1,4,4,4,5,4,2,1,1,0,0,1,1,1,4,7,3,3,3,7,4,4,3,6,6,4,7,4,1,3,4,5,6,7,7,7,7,7,7,7,5,5,2,5,5,3,6,5,7,8,2,1,2,4,1,3,6,1,3,2,1,0,0,0,1,1,2,3,3,4,5,4,3,3,1,0,0,1,0,1,2,2,1,1,3,8,9,9,9,9,9,9,7,6,8,7,8,7,8,7,7,7,7,7,7,6,6,7,7,7,8,7,6,4,5,3,6,7,7,5,6,7,6,8,6,7,7,5,opera
02UaoO3rLWKlDgN5uMpD2d,2,3,1,0,0,1,0,4,3,1,4,3,5,5,5,4,5,5,7,9,9,8,6,4,5,4,4,2,4,9,9,6,4,5,5,3,4,6,4,6,6,6,8,4,1,3,5,4,4,7,9,6,7,4,5,3,5,2,4,4,3,5,7,8,6,5,5,5,3,3,2,4,6,4,5,3,5,2,4,3,5,5,3,4,5,7,4,3,1,4,2,3,3,6,4,7,6,3,5,3,4,3,4,2,4,5,5,5,4,6,4,5,2,4,3,4,1,2,2,5,3,6,8,6,9,7,6,4,j-idol
02gKvoYVXSINVj1HP95yZ6,3,5,8,4,3,5,6,2,3,3,7,4,4,4,8,2,1,1,8,4,5,4,9,5,4,4,7,6,3,3,7,6,4,7,8,7,5,6,7,6,3,4,4,7,3,4,5,7,1,3,6,8,2,3,4,7,3,3,6,9,6,3,5,6,4,1,4,6,8,4,3,4,6,1,3,4,8,4,4,2,5,1,2,3,8,6,4,3,7,6,3,4,6,7,2,3,5,6,2,4,4,7,3,6,5,8,4,5,6,8,9,2,0,5,0,0,7,8,2,4,2,7,2,0,2,7,2,0,synth-pop
02hJby0fHozHtjdFrB7iDW,4,3,2,4,4,4,5,4,4,4,4,6,4,6,7,4,6,3,2,5,3,4,5,5,4,4,4,5,5,5,5,4,4,5,5,7,4,3,5,5,3,4,5,4,5,4,5,1,7,9,3,3,7,7,6,4,5,4,1,2,5,6,5,6,3,3,5,6,5,5,5,4,5,5,5,5,7,7,4,5,4,4,5,6,5,7,7,2,3,4,4,6,7,6,4,6,6,5,3,3,3,3,3,3,5,2,4,1,1,3,3,3,4,5,6,4,2,2,4,6,5,6,5,7,5,4,5,4,sleep
02icGSji9ynCLKi1hl5BI8,6,6,2,2,3,6,6,4,2,6,6,3,9,4,1,4,6,7,6,3,4,5,7,7,2,5,6,3,6,5,3,3,4,3,4,4,3,6,7,6,4,5,8,6,3,6,2,1,2,4,9,8,3,5,7,6,5,3,5,6,5,6,7,8,3,3,4,5,7,5,2,6,2,1,1,2,1,0,2,5,3,3,3,4,7,7,7,9,7,7,3,3,6,3,4,4,6,0,2,3,4,7,5,8,5,2,2,2,5,5,4,5,7,4,2,4,4,7,7,5,5,6,5,4,7,5,1,1,kids
